WKT,Name,Latitude,Longitude
"POINT (106.77016 10.876352)",Point 378,10.876352,106.77016
"POINT (106.766998291 10.8812704086)",Point 379,10.8812704086,106.766998291
"POINT (106.76788 10.885666)",Point 380,10.885666,106.76788
"POINT (106.7683410645 10.88123703)",Point 381,10.88123703,106.7683410645
"POINT (106.763824 10.877036)",Point 382,10.877036,106.763824
"POINT (106.770355 10.87322)",Point 383,10.87322,106.770355
"POINT (106.763824 10.877036)",Point 384,10.877036,106.763824
"POINT (106.77555 10.878042)",Point 385,10.878042,106.77555
"POINT (106.7632522583 10.8756036758)",Point 386,10.8756036758,106.7632522583
"POINT (106.765366 10.886202)",Point 387,10.886202,106.765366
"POINT (106.7664 10.876892)",Point 388,10.876892,106.7664
"POINT (106.7707595825 10.8725776672)",Point 389,10.8725776672,106.7707595825
"POINT (106.77689 10.875602)",Point 390,10.875602,106.77689
"POINT (106.770072937 10.884929657)",Point 391,10.884929657,106.770072937
"POINT (106.77577 10.882058)",Point 392,10.882058,106.77577
"POINT (106.75637 10.90264)",Point 393,10.90264,106.75637
"POINT (106.77039 10.876756)",Point 394,10.876756,106.77039
"POINT (106.77191 10.880898)",Point 395,10.880898,106.77191
"POINT (106.7669 10.88122)",Point 396,10.88122,106.7669
"POINT (106.767006 10.87336)",Point 397,10.87336,106.767006
"POINT (106.76587677 10.8745889664)",Point 398,10.8745889664,106.76587677
"POINT (106.77138 10.8848715)",Point 399,10.8848715,106.77138
"POINT (106.77259 10.87673)",Point 400,10.87673,106.77259
"POINT (106.776726 10.875976)",Point 401,10.875976,106.776726
"POINT (106.78044 10.879152)",Point 402,10.879152,106.78044
"POINT (106.77112 10.879991)",Point 403,10.879991,106.77112
"POINT (106.78105 10.871957)",Point 404,10.871957,106.78105
"POINT (106.7647476196 10.8785209656)",Point 405,10.8785209656,106.7647476196
"POINT (106.7636795044 10.8804473877)",Point 406,10.8804473877,106.7636795044
"POINT (106.7675 10.8791)",Point 407,10.8791,106.7675
"POINT (106.77482 10.879841)",Point 408,10.879841,106.77482
"POINT (106.766975 10.878648)",Point 409,10.878648,106.766975
"POINT (106.76694 10.881745)",Point 410,10.881745,106.76694
"POINT (0.0 0.0)",Point 411,0.0,0.0
"POINT (106.76944 10.873821)",Point 412,10.873821,106.76944
"POINT (106.76788 10.885666)",Point 413,10.885666,106.76788
"POINT (106.756454 10.90291)",Point 414,10.90291,106.756454
"POINT (106.76075 10.881361)",Point 415,10.881361,106.76075
"POINT (106.78238 10.881976)",Point 416,10.881976,106.78238
"POINT (106.77741 10.878931)",Point 417,10.878931,106.77741
