original_index,link_name,link_type,from_station_id,to_station_id,from_lat,from_lon,to_lat,to_lon,from_station_name,to_station_name,gis_route_distance_m,gis_route_distance_km,average_travel_time_s,average_travel_time_min,average_speed_kmh,assigned_grid_count,assigned_grid_area_km2,assigned_grid_area_m2,Popij,assigned_grid_population_total,Sij_m,Sij_km,forward_source_link_name,assignment_source_original_index
239,75_74,Forward,75,74,10.8799244,106.7741556,10.881822,106.7711123,Dao Son Tay High School - No. 51-53 Road No. 8 - Linh Xuan Ward,National Highway 1K - Opposite No. 22 Road No. 8 - Linh Xuan Ward,393,0.393,53.09216452,0.884869409,26.648,23,0.057723138,57723.13808,745.2414449,745.2414449,72.95150276,0.072951503,,
240,75_70,Forward,75,70,10.8799244,106.7741556,10.88015,106.768066,Dao Son Tay High School - No. 51-53 Road No. 8 - Linh Xuan Ward,Linh Xuan Cao Dai Temple - No. 160 National Highway 1K - Linh Xuan Ward,1206,1.206,348,5.8,12.47586207,19,0.047684425,47684.42546,713.671673,713.671673,25.23951181,0.025239512,,
241,75_66,Forward,75,66,10.8799244,106.7741556,10.871398,106.77133,Dao Son Tay High School - No. 51-53 Road No. 8 - Linh Xuan Ward,City Cemetery - Utility Pole NG/1 - National Highway 1 - Linh Xuan Ward,2151,2.151,468,7.8,16.54615385,36,0.090349305,90349.3055,1268.036283,1268.036283,44.73723236,0.044737232,,
242,76_77,Backward,76,77,10.8808971,106.7726397,10.8791889,106.7746405,Linh Xuan Football Field - No. 62 Road No. 8 - Linh Xuan Ward,Dao Son Tay High School - No. 116-118 Road No. 8 - Linh Xuan Ward,293,0.293,28.30841899,0.471806983,37.261,23,0.057723138,57723.13808,745.2414449,745.2414449,72.95150276,0.072951503,75_74,239
243,76_70,Forward,76,70,10.8808971,106.7726397,10.88015,106.768066,Linh Xuan Football Field - No. 62 Road No. 8 - Linh Xuan Ward,Linh Xuan Cao Dai Temple - No. 160 National Highway 1K - Linh Xuan Ward,1201,1.201,343,5.716666667,12.60524781,14,0.03513591,35135.91029,482.4999977,482.4999977,20.5757326,0.020575733,,
244,76_66,Forward,76,66,10.8808971,106.7726397,10.871398,106.77133,Linh Xuan Football Field - No. 62 Road No. 8 - Linh Xuan Ward,City Cemetery - Utility Pole NG/1 - National Highway 1 - Linh Xuan Ward,2145,2.145,463,7.716666667,16.67818575,30,0.075291187,75291.18745,1038.035905,1038.035905,26.58817973,0.02658818,,
245,76_89,Backward,76,89,10.8808971,106.7726397,10.8692389,106.7767495,Linh Xuan Football Field - No. 62 Road No. 8 - Linh Xuan Ward,"University of Economics and Law, VNU-HCM - Opposite No. 665 Co.opXtra - National Highway 1 - Linh Trung Ward",1460,1.46,288,4.8,18.25,36,0.090349305,90349.3055,1268.036283,1268.036283,44.73723236,0.044737232,75_66,241
246,77_62,Forward,77,62,10.8791889,106.7746405,10.8758721,106.7777661,Dao Son Tay High School - No. 116-118 Road No. 8 - Linh Xuan Ward,Bong Dau 2 Cemetery - No. 234-236 Road No. 8 - Linh Xuan Ward,562,0.562,121,2.016666667,16.72066116,24,0.060232691,60232.69075,827.2011516,827.2011516,74.46714121,0.074467141,,
247,78_79,U-turn,78,79,10.889413,106.8052248,10.8892959,106.8055626,300 VNU-HCM Ring Road - Quarter,Dong An Driving Training Center - Near 300 Thong Nhat Street - Dong An Driving Training Center Gate,24,0.024,3,0.05,28.8,0,0,0,0,0,0,0,,
248,78_40,Backward,78,40,10.889413,106.8052248,10.8876326,106.8046342,300 VNU-HCM Ring Road - Quarter,Ho Da Park - Dong Hoa,241,0.241,44,0.733333333,19.71818182,6,0.015057696,15057.69621,0.301153924,0.301153924,32.48766477,0.032487665,41_79,140
249,78_15,Backward,78,15,10.889413,106.8052248,10.880791,106.810634,300 VNU-HCM Ring Road - Quarter,"AH4 Building, Area A Dormitory - Opposite No. 136-138 Nguyen Binh Khiem Street - Linh Trung Ward",1459,1.459,163,2.716666667,32.22331288,28,0.070182945,70182.94456,42.00923837,42.00923837,17.81847011,0.01781847,16_79,64
250,78_35,Forward,78,35,10.889413,106.8052248,10.8809737,106.8142454,300 VNU-HCM Ring Road - Quarter,Opposite New Eastern Bus Station,1490,1.49,186.1465852,3.102443087,28.816,125,0.273491672,273491.6719,90.28144641,90.28144641,75.44501374,0.075445014,,
251,79_78,U-turn,79,78,10.8892959,106.8055626,10.889413,106.8052248,Dong An Driving Training Center - Near 300 Thong Nhat Street - Dong An Driving Training Center Gate,300 VNU-HCM Ring Road - Quarter,24,0.024,2,0.033333333,43.2,0,0,0,0,0,0,0,,
252,79_37,Backward,79,37,10.8892959,106.8055626,10.891579,106.80068,Dong An Driving Training Center - Near 300 Thong Nhat Street - Dong An Driving Training Center Gate,Near Binh Nguyen Residential Area Gateway - Thong Nhat Street - Binh Chieu Ward,654,0.654,83,1.383333333,28.36626506,52,0.115876141,115876.1407,2.729618028,2.729618028,84.3865408,0.084386541,36_78,123
253,80_81,Forward,80,81,10.8656824,106.8016079,10.8735531,106.8094979,Suoi Tien - Suoi Tien (120 Hanoi Highway) - Left Frontage Road of Hanoi Highway - Tan Phu Ward,Ho Chi Minh City Martyrs' Cemetery - National Highway 1 - Tan Phu Ward,1237,1.237,178,2.966666667,25.01797753,152,0.32183364,321833.6397,495.1000234,495.1000234,101.1546511,0.101154651,,
254,81_8,Forward,81,8,10.8735531,106.8094979,10.8743141,106.807054,Ho Chi Minh City Martyrs' Cemetery - National Highway 1 - Tan Phu Ward,VNU-HCM Ring Road - VNU-HCM Utility Pole 6 (Mua Bui Cafe) - Road 621 - Linh Trung Ward,528,0.528,122,2.033333333,15.58032787,4,0.010038436,10038.43615,32.78986289,32.78986289,19.24074585,0.019240746,,
255,81_33,Backward,81,33,10.8735531,106.8094979,10.8713888,106.8066598,Ho Chi Minh City Martyrs' Cemetery - National Highway 1 - Tan Phu Ward,People's Security University - Tien Thanh Factory - National Highway 1,646,0.646,119,1.983333333,19.54285714,12,0.023697976,23697.97571,63.44195451,63.44195451,59.52619919,0.059526199,33_81,109
256,82_83,Backward,82,83,10.885494,106.772271,10.8819201,106.7692671,Tu Quang Pagoda - No. 231 National Highway 1K - Linh Xuan Ward,Road No. 8 - No. 167 National Highway 1K - Linh Xuan Ward,514,0.514,63,1.05,29.37142857,35,0.069618186,69618.18565,477.5662082,477.5662082,44.91679328,0.044916793,71_72,232
257,82_76,Backward,82,76,10.885494,106.772271,10.8808971,106.7726397,Tu Quang Pagoda - No. 231 National Highway 1K - Linh Xuan Ward,Linh Xuan Football Field - No. 62 Road No. 8 - Linh Xuan Ward,794,0.794,109.3454726,1.822424544,26.141,26,0.065252295,65252.29454,581.3082279,581.3082279,74.12652877,0.074126529,74_72,238
258,83_84,Backward,83,84,10.8819201,106.7692671,10.880158,106.767744,Road No. 8 - No. 167 National Highway 1K - Linh Xuan Ward,Linh Xuan Cao Dai Temple - National Highway 1K,256,0.256,55,0.916666667,16.75636364,17,0.037544389,37544.38859,359.857602,359.857602,45.01469889,0.045014699,70_71,230
259,84_85,Backward,84,85,10.880158,106.767744,10.8775305,106.7664046,Linh Xuan Cao Dai Temple - National Highway 1K,Linh Xuan Market - National Highway 1K - Linh Xuan Ward,334,0.334,45,0.75,26.72,30,0.062922964,62922.96442,682.3769085,682.3769085,60.22159768,0.060221598,69_70,227
260,85_86,Backward,85,86,10.8775305,106.7664046,10.8742961,106.7653083,Linh Xuan Market - National Highway 1K - Linh Xuan Ward,Linh Xuan Overpass - No. 13-15 National Highway 1K,391,0.391,63,1.05,22.34285714,27,0.0585298,58529.79994,767.4134288,767.4134288,44.89655255,0.044896553,68_69,222
261,86_87,Backward,86,87,10.8742961,106.7653083,10.8713557,106.7702832,Linh Xuan Overpass - No. 13-15 National Highway 1K,Vietcombank - Vietcombank Branch - National Highway 1 - Linh Trung Ward,746,0.746,72.27320434,1.204553406,37.159,28,0.070272024,70272.02406,883.6139628,883.6139628,48.27924453,0.048279245,68_66,225
262,87_88,Backward,87,88,10.8713557,106.7702832,10.8704781,106.7730323,Vietcombank - Vietcombank Branch - National Highway 1 - Linh Trung Ward,City Cemetery - City Cemetery Gate - National Highway 1 - Linh Trung Ward,316,0.316,81,1.35,14.04444444,30,0.057990092,57990.09169,215.0270024,215.0270024,40.11333166,0.040113332,57_66,183
263,88_58,Backward,88,58,10.8704781,106.7730323,10.87373,106.7777662,City Cemetery - City Cemetery Gate - National Highway 1 - Linh Trung Ward,"University of Economics and Law, VNU-HCM (Gate 2) - 80 m from Gate 2 - Tran Dai Nghia Street - Linh Xuan Ward",974,0.974,94.46884177,1.574480696,37.117,27,0.06776183,67761.82952,367.6905095,367.6905095,25.14966475,0.025149665,60_66,196
264,88_61,Backward,88,61,10.8704781,106.7730323,10.8723503,106.7798379,City Cemetery - City Cemetery Gate - National Highway 1 - Linh Trung Ward,65/16 National Highway 1A - Linh Xuan Ward,1173,1.173,163.6363636,2.727272727,25.806,16,0.040155109,40155.10934,186.5846439,186.5846439,27.70161238,0.027701612,57_58,184
265,88_89,Backward,88,89,10.8704781,106.7730323,10.8692389,106.7767495,City Cemetery - City Cemetery Gate - National Highway 1 - Linh Trung Ward,"University of Economics and Law, VNU-HCM - Opposite No. 665 Co.opXtra - National Highway 1 - Linh Trung Ward",429,0.429,94,1.566666667,16.42978723,30,0.057990092,57990.09169,215.0270024,215.0270024,40.11333166,0.040113332,57_66,183
266,89_90,Backward,89,90,10.8692389,106.7767495,10.8670444,106.787312,"University of Economics and Law, VNU-HCM - Opposite No. 665 Co.opXtra - National Highway 1 - Linh Trung Ward",Nong Lam University - Utility Pole SI 2 - National Highway 1 - Linh Trung Ward,1202,1.202,202,3.366666667,21.42178218,37,0.075346041,75346.04119,177.1307762,177.1307762,41.6903593,0.041690359,52_53,174
267,90_54,Backward,90,54,10.8670444,106.787312,10.867911,106.7878803,Nong Lam University - Utility Pole SI 2 - National Highway 1 - Linh Trung Ward,Nong Lam University,191,0.191,55,0.916666667,12.50181818,1,0.002509666,2509.666257,12.42387482,12.42387482,0.276760956,0.000276761,54_55,178
268,90_91,Backward,90,91,10.8670444,106.787312,10.8668594,106.7902717,Nong Lam University - Utility Pole SI 2 - National Highway 1 - Linh Trung Ward,Nong Lam University - No. 1026/2 (1030) - National Highway 1 - Linh Trung Ward,339,0.339,96,1.6,12.7125,14,0.028394994,28394.99448,128.6113196,128.6113196,34.93838052,0.034938381,29_55,102
269,91_92,Backward,91,92,10.8668594,106.7902717,10.8634172,106.7973919,Nong Lam University - No. 1026/2 (1030) - National Highway 1 - Linh Trung Ward,Tram 2 Overpass - Kim Loi Gold Shop - National Highway 1,1552,1.552,175,2.916666667,31.92685714,23,0.045731979,45731.97917,77.62412987,77.62412987,154.9313254,0.154931325,28_30,99
270,92_80,Backward,92,80,10.8634172,106.7973919,10.8656824,106.8016079,Tram 2 Overpass - Kim Loi Gold Shop - National Highway 1,Suoi Tien - Suoi Tien (120 Hanoi Highway) - Left Frontage Road of Hanoi Highway - Tan Phu Ward,532,0.532,50,0.833333333,38.304,165,0.390047053,390047.0533,723.8586538,723.8586538,134.1106303,0.13411063,31_30,105
